OrderNr;ArticleAmount_[#];CostOfOrder_[€];SalesOfOrder_[€];CostOfTransport_[€];TotalMass_[kG];Distance_[kM];OriginWarehouse;Date;Time
1688;10;12,26;13,95;1,46;2,2;94; Den Haag ('s-Gravenhage);31-12-2021;12:30
1689;9;17,75;19,95;1,05;1,7;73; Eindhoven;1-11-2021;17:30
1690;9;10,04;11,95;1,17;2,9;74; Utrecht;31-12-2021;8:30
1691;9;18,15;19,95;1,01;3,1;62; Den Haag ('s-Gravenhage);31-8-2021;17:30
1692;7;19,97;21,95;1,14;2,6;68; Rotterdam;30-4-2021;12:30
1693;4;9,37;10,95;1,2;3,2;83; Rotterdam;30-11-2021;17:30
1694;9;12,34;13,95;0,75;2,9;57; Amsterdam;30-11-2021;12:30
1695;5;11,12;12,95;0,9;2,9;66; Rotterdam;30-11-2021;12:30
1696;11;8,92;9,95;0,98;3,5;77; Den Haag ('s-Gravenhage);30-4-2021;12:30
1697;7;17,04;18,95;1,18;2,8;83; Groningen;30-4-2021;17:30
1698;9;14,67;15,95;0,72;3,1;55; Eindhoven;1-11-2021;12:30
1699;6;20,35;22,95;0,77;2,3;47; Tilburg;30-11-2021;17:30
1700;10;10,3;11,95;1,02;2;75; Rotterdam;31-12-2021;12:30
1701;6;9,57;10,95;1,21;3,1;94; Utrecht;31-12-2021;8:30
1702;4;20,19;22,95;1,06;3,2;79; Den Haag ('s-Gravenhage);30-6-2021;17:30
1703;4;19,77;22,95;1,24;3,7;83; Utrecht;31-12-2021;12:30
1704;4;14,99;16,95;0,88;2,1;69; Rotterdam;31-12-2021;17:30
1705;8;19,55;22,95;0,83;3,2;62; Den Haag ('s-Gravenhage);31-12-2021;8:30
1706;5;17,78;19,95;1,09;1,9;77; Nijmegen;30-11-2021;12:30
1707;9;9,88;11,95;1,06;2,8;69; Rotterdam;30-4-2021;8:30
1708;6;17,67;20,95;1,09;3,4;73; Rotterdam;31-12-2021;17:30
1709;4;14,81;15,95;1,09;2;70; Den Haag ('s-Gravenhage);30-9-2021;12:30
1710;13;17,56;19,95;1,03;2,7;70; Den Haag ('s-Gravenhage);31-12-2021;8:30
1711;9;17,9;20,95;0,85;2;56; Eindhoven;30-4-2021;12:30
1712;4;9,47;10,95;0,89;3,8;64; Rotterdam;30-11-2021;8:30
1713;8;19,57;21,95;0,98;2,6;72; Rotterdam;1-11-2021;17:30
1714;10;13,54;15,95;1,15;3,5;73; Nijmegen;30-6-2021;12:30
1715;9;16,56;18,95;1,32;2,3;86; Breda;30-11-2021;12:30
1716;9;11,23;12,95;1,12;2,9;68; Utrecht;31-3-2021;12:30
1717;5;17,57;19,95;1,3;2,6;83; Rotterdam;31-12-2021;12:30
1718;9;21,69;24,95;1,01;2,9;66; Rotterdam;31-3-2021;17:30
1719;8;13,59;15,95;0,74;2,7;48; Den Haag ('s-Gravenhage);31-8-2021;12:30
1720;10;22,11;24,95;1,07;3,4;64; Utrecht;1-11-2021;8:30
1721;12;14,33;15,95;1,07;2,4;64; Den Haag ('s-Gravenhage);1-11-2021;17:30
1722;8;14,02;15,95;1,36;3,3;93; Utrecht;1-2-2021;12:30
1723;8;17,75;20,95;0,99;2,9;69; Den Haag ('s-Gravenhage);30-9-2021;17:30
1724;9;17,52;19,95;1,29;2,7;85; Groningen;30-11-2021;12:30
1725;12;7,59;8,95;0,79;2,6;60; Rotterdam;30-11-2021;17:30
1726;3;18,58;20,95;1,23;3;82; Groningen;1-11-2021;17:30
1727;8;12,49;13,95;1,24;4,4;77; Den Haag ('s-Gravenhage);31-12-2021;8:30
1728;10;11;11,95;0,9;2,6;70; Den Haag ('s-Gravenhage);31-5-2021;8:30
1729;7;18,89;21,95;1,08;2,3;83; Utrecht;30-11-2021;8:30
1730;11;12,26;13,95;1,1;2,9;81; Den Haag ('s-Gravenhage);1-11-2021;8:30
1731;9;11,45;12,95;0,9;3,5;58; Den Haag ('s-Gravenhage);1-11-2021;8:30
1732;11;19,12;21,95;1,18;2,8;73; Rotterdam;1-11-2021;12:30
1733;11;13,26;14,95;0,61;3;47; Utrecht;30-11-2021;8:30
1734;6;12,2;13,95;0,7;2,6;50; Eindhoven;30-11-2021;8:30
1735;8;10,77;12,95;0,99;3,6;70; Rotterdam;30-9-2021;17:30
1736;5;19,91;22,95;1,08;2,3;84; Den Haag ('s-Gravenhage);30-9-2021;12:30
1737;8;7,22;8,95;1,21;3,6;82; Den Haag ('s-Gravenhage);31-3-2021;17:30
1738;4;21,8;25,95;0,68;3,2;45; Rotterdam;30-11-2021;12:30
1739;10;11,32;13,95;0,78;2,1;48; Groningen;30-11-2021;17:30
1740;11;8,83;9,95;1,05;2,3;64; Groningen;31-7-2021;8:30
1741;5;19,41;22,95;1,54;3,2;98; Utrecht;31-12-2021;17:30
1742;9;18,05;20,95;1,01;2,7;73; Den Haag ('s-Gravenhage);1-11-2021;12:30
1743;11;18,26;20,95;0,98;2,2;73; Den Haag ('s-Gravenhage);30-11-2021;12:30
1744;9;17,57;20,95;0,65;2,6;46; Rotterdam;30-11-2021;8:30
1745;7;18,29;20,95;0,69;2,9;48; Amsterdam;1-11-2021;8:30
1746;8;14,8;16,95;0,62;2,9;42; Den Haag ('s-Gravenhage);31-12-2021;17:30
1747;6;23,84;26,95;0,9;3,5;56; Utrecht;30-9-2021;8:30
1748;10;19,95;22,95;1,39;2,3;94; Groningen;30-11-2021;8:30
1749;8;17,26;19,95;1,11;2,6;82; Rotterdam;30-11-2021;17:30
1750;8;14,37;16,95;0,9;2,4;63; Den Haag ('s-Gravenhage);30-4-2021;8:30
1751;6;14,42;16,95;1,15;3;71; Nijmegen;1-3-2021;12:30
1752;7;9,63;10,95;0,99;3,2;71; Utrecht;30-4-2021;8:30
1753;8;19,77;21,95;1,17;3,1;78; Eindhoven;31-12-2021;17:30
1754;4;17,57;19,95;0,71;2,1;49; Den Haag ('s-Gravenhage);30-4-2021;12:30
1755;12;9,08;10,95;1,05;2,3;70; Den Haag ('s-Gravenhage);30-4-2021;12:30
1756;11;17,12;19,95;1,08;2,6;85; Den Haag ('s-Gravenhage);30-11-2021;12:30
1757;8;9,25;10,95;1,53;3,4;98; Amsterdam;31-12-2021;12:30
1758;7;11,57;13,95;1,1;3,8;74; Utrecht;31-12-2021;12:30
1759;9;22,93;25,95;0,87;3,6;57; Amsterdam;31-12-2021;8:30
1760;7;21,03;23,95;1,37;2,3;84; Groningen;31-12-2021;12:30
1761;10;12,91;14,95;1,01;2,3;77; Rotterdam;31-8-2021;17:30
1762;9;10,28;11,95;1,17;2,5;75; Utrecht;30-11-2021;8:30
1763;12;10,2;11,95;0,78;2,4;50; Eindhoven;31-12-2021;17:30
1764;10;13,16;14,95;0,97;2,7;64; Eindhoven;30-11-2021;12:30
1765;5;22,59;24,95;1,19;2,7;83; Utrecht;30-11-2021;8:30
1766;2;17,82;20,95;0,75;2,2;46; Utrecht;1-11-2021;17:30
1767;3;17,34;19,95;0,85;2,4;51; Den Haag ('s-Gravenhage);31-8-2021;17:30
1768;5;11,08;11,95;0,81;3,1;56; Rotterdam;31-5-2021;17:30
1769;10;10,54;11,95;1,26;4,1;86; Amsterdam;30-6-2021;8:30
1770;10;8,67;9,95;0,78;2,5;53; Eindhoven;30-11-2021;17:30
1771;8;8,15;9,95;0,85;3,2;65; Den Haag ('s-Gravenhage);30-11-2021;12:30
1772;10;15,04;16,95;1,11;3,4;69; Nijmegen;30-11-2021;12:30
1773;13;20,92;22,95;0,74;2,6;56; Eindhoven;31-7-2021;17:30
1774;11;19,11;21,95;1,32;2,8;86; Rotterdam;31-8-2021;12:30
1775;12;13,85;15,95;1,21;2,5;93; Rotterdam;1-11-2021;12:30
1776;6;14,92;17,95;0,65;2,4;45; Rotterdam;1-11-2021;12:30
1777;9;16,26;17,95;1,26;2,9;91; Rotterdam;30-9-2021;12:30
1778;12;12,93;14,95;1,13;2,9;88; Tilburg;30-4-2021;12:30
1779;11;17,9;20,95;1,29;2,2;77; Den Haag ('s-Gravenhage);1-3-2021;8:30
1780;9;11,61;12,95;1,27;2,4;82; Den Haag ('s-Gravenhage);30-11-2021;17:30
1781;8;17,34;19,95;1,05;3,1;73; Groningen;1-11-2021;8:30
1782;5;20,19;23,95;0,92;2,7;55; Den Haag ('s-Gravenhage);30-9-2021;17:30
1783;7;17,53;19,95;1,56;2,7;98; Rotterdam;31-12-2021;17:30
1784;5;11,42;13,95;1,26;2,8;79; Eindhoven;31-12-2021;17:30
1785;9;14,24;15,95;1,34;2,9;91; Amsterdam;31-12-2021;12:30
1786;7;14,81;16,95;0,69;2,8;46; Utrecht;31-12-2021;12:30
1787;12;12,23;13,95;1,1;3,2;75; Utrecht;31-12-2021;12:30
1788;10;19,33;21,95;0,93;2,4;61; Den Haag ('s-Gravenhage);31-12-2021;8:30
1789;6;22,11;24,95;0,66;2,2;51; Tilburg;31-5-2021;12:30
1790;3;10,59;11,95;1,07;2,2;67; Eindhoven;31-5-2021;12:30
1791;11;20,82;22,95;1,15;2;69; Utrecht;31-3-2021;12:30
1792;5;18,99;21,95;0,96;2,1;74; Den Haag ('s-Gravenhage);30-11-2021;12:30
1793;14;7,04;7,95;0,87;2,7;62; Den Haag ('s-Gravenhage);1-2-2021;8:30
1794;6;12,99;14,95;0,75;2,9;52; Groningen;1-11-2021;12:30
1795;12;12,24;13,95;1,19;3,6;83; Den Haag ('s-Gravenhage);30-9-2021;17:30
1796;6;23,4;25,95;1,12;2,2;84; Den Haag ('s-Gravenhage);30-11-2021;17:30
1797;7;10,48;11,95;0,95;2,3;68; Groningen;1-11-2021;12:30
1798;12;15,57;17,95;1,3;2,1;83; Den Haag ('s-Gravenhage);31-12-2021;8:30
1799;5;17,6;19,95;1,2;3,5;80; Tilburg;30-11-2021;17:30
1800;7;12,1;13,95;1,05;3,4;69; Utrecht;31-12-2021;8:30
1801;7;15,33;17,95;0,93;3,5;62; Groningen;30-11-2021;12:30
1802;5;13,31;14,95;1,06;3,1;82; Nijmegen;31-12-2021;12:30
1803;6;17,84;19,95;0,91;2,7;55; Groningen;30-11-2021;12:30
1804;9;17,17;18,95;1,18;2,4;85; Groningen;31-12-2021;8:30
1805;6;9,68;10,95;0,84;3,3;61; Utrecht;30-11-2021;12:30
1806;6;13,04;14,95;0,77;3,1;55; Utrecht;1-11-2021;8:30
1807;7;21;23,95;1,11;2,4;79; Rotterdam;30-9-2021;12:30
1808;4;17,13;18,95;0,79;2,1;51; Eindhoven;30-6-2021;12:30
1809;9;9,88;11,95;0,82;3;63; Utrecht;1-11-2021;17:30
1810;9;15,22;16,95;0,95;3,2;60; Amsterdam;30-9-2021;12:30
1811;10;11,21;12,95;1,1;3,2;71; Breda;31-12-2021;12:30
1812;8;13,25;14,95;1,18;2,1;82; Den Haag ('s-Gravenhage);30-4-2021;12:30
1813;11;19,77;22,95;1,06;3,3;64; Den Haag ('s-Gravenhage);1-2-2021;12:30
1814;6;14,01;15,95;0,89;3,5;69; Den Haag ('s-Gravenhage);31-12-2021;8:30
1815;7;22,76;25,95;1,11;2,4;74; Tilburg;31-12-2021;12:30
1816;8;13,87;15,95;1,25;2,9;86; Rotterdam;31-12-2021;12:30
1817;8;18,68;20,95;1,22;3,2;82; Groningen;1-11-2021;17:30
1818;10;18,95;20,95;1,46;2,4;90; Eindhoven;30-11-2021;17:30
1819;9;16,62;18,95;0,92;2,1;69; Rotterdam;30-11-2021;17:30
1820;4;13,28;14,95;1,19;3,5;86; Amsterdam;30-11-2021;8:30
1821;7;12,07;13,95;1,17;1,7;91; Rotterdam;31-12-2021;17:30
1822;11;20,38;23,95;0,82;2,5;62; Amsterdam;31-12-2021;8:30
1823;7;13,85;15,95;0,83;2,6;64; Rotterdam;30-11-2021;17:30
1824;7;14,21;16,95;0,76;2,9;50; Rotterdam;1-11-2021;17:30
1825;10;9,82;10,95;0,74;2;52; Eindhoven;30-11-2021;17:30
1826;8;12,99;14,95;0,75;2,9;47; Rotterdam;1-2-2021;12:30
1827;5;18,13;20,95;1,31;2,3;87; Den Haag ('s-Gravenhage);1-11-2021;17:30
1828;10;14,16;15,95;0,6;2;41; Den Haag ('s-Gravenhage);30-6-2021;17:30
1829;10;18,51;21,95;0,95;4;59; Breda;31-12-2021;12:30
1830;8;9,17;10,95;0,82;2,9;51; Amsterdam;30-4-2021;8:30
1831;8;13,04;14,95;0,74;3;58; Den Haag ('s-Gravenhage);31-12-2021;8:30
1832;12;19,95;21,95;1,12;2,8;79; Den Haag ('s-Gravenhage);1-11-2021;8:30
1833;7;19,1;21,95;1,09;2,8;81; Rotterdam;30-9-2021;12:30
1834;6;13,98;15,95;1,05;2,3;68; Utrecht;30-11-2021;8:30
1835;7;19,41;21,95;0,7;2,4;48; Den Haag ('s-Gravenhage);30-9-2021;17:30
1836;5;9,25;10,95;0,98;2,6;72; Den Haag ('s-Gravenhage);1-11-2021;17:30
1837;7;9,93;11,95;0,86;2,2;56; Utrecht;1-11-2021;17:30
1838;9;6,89;7,95;1,08;1,8;75; Den Haag ('s-Gravenhage);1-11-2021;17:30
1839;10;18,89;20,95;1,44;2,5;99; Den Haag ('s-Gravenhage);30-11-2021;12:30
1840;11;11,71;13,95;0,86;2,5;67; Rotterdam;31-5-2021;17:30
1841;11;18,84;21,95;0,92;1,7;65; Rotterdam;30-4-2021;12:30
1842;10;16,04;17,95;0,87;3,1;59; Rotterdam;30-11-2021;8:30
1843;6;12,76;14,95;1,07;3;69; Breda;30-11-2021;12:30
1844;8;19,85;21,95;0,97;2,8;74; Den Haag ('s-Gravenhage);31-12-2021;17:30
1845;9;10,08;11,95;1,09;2,6;79; Den Haag ('s-Gravenhage);30-4-2021;17:30
1846;5;9,18;10,95;1,28;2,2;78; Den Haag ('s-Gravenhage);30-11-2021;17:30
1847;5;12,53;13,95;1,05;3,2;80; Den Haag ('s-Gravenhage);30-11-2021;8:30
1848;11;18,4;20,95;1,13;2,2;80; Groningen;30-11-2021;12:30
1849;12;14,49;15,95;1,52;3,1;97; Utrecht;31-5-2021;8:30
1850;9;11,84;13,95;0,69;2,3;48; Utrecht;31-5-2021;8:30
1851;9;14,19;15,95;1,11;3;73; Den Haag ('s-Gravenhage);31-7-2021;17:30
1852;5;11,85;13,95;1,1;2,4;70; Eindhoven;31-12-2021;8:30
1853;7;14,95;16,95;0,87;2,5;61; Rotterdam;31-3-2021;17:30
1854;9;14,45;16,95;0,62;2,4;41; Groningen;30-9-2021;12:30
1855;6;16,86;18,95;0,92;2,7;56; Utrecht;30-4-2021;8:30
1856;10;17,26;19,95;1,11;3,2;80; Den Haag ('s-Gravenhage);30-9-2021;17:30
1857;9;15,87;17,95;0,96;2,8;73; Groningen;31-3-2021;8:30
1858;8;20,19;23,95;1,56;3;97; Den Haag ('s-Gravenhage);31-12-2021;17:30
1859;9;11,95;13,95;0,81;2,5;64; Amsterdam;30-11-2021;8:30
1860;9;12,49;13,95;0,74;2,9;46; Den Haag ('s-Gravenhage);31-12-2021;17:30
1861;8;11,97;13,95;1,29;3,1;82; Tilburg;1-11-2021;12:30
1862;9;13,08;14,95;0,58;2,8;46; Utrecht;31-12-2021;17:30
1863;8;19,95;22,95;1,06;2,8;68; Rotterdam;31-12-2021;12:30
1864;9;20,44;22,95;1,01;3,6;64; Eindhoven;1-11-2021;12:30
1865;5;14,07;15,95;0,97;3,3;73; Groningen;30-11-2021;12:30
1866;11;19,12;21,95;1,37;3,1;88; Rotterdam;30-11-2021;17:30
1867;9;9,16;10,95;0,84;2,3;52; Eindhoven;31-8-2021;17:30
1868;6;18,51;20,95;1,25;3;98; Breda;30-4-2021;8:30
1869;12;17,3;19,95;1,11;2,7;76; Utrecht;31-12-2021;12:30
1870;7;6,89;7,95;1,02;3,7;80; Den Haag ('s-Gravenhage);30-11-2021;17:30
1871;8;21,5;23,95;1,18;4,2;89; Amsterdam;30-4-2021;17:30
1872;6;20,86;22,95;1,07;2,6;82; Den Haag ('s-Gravenhage);31-8-2021;12:30
1873;9;22,26;24,95;1,26;3,3;78; Den Haag ('s-Gravenhage);30-11-2021;12:30
1874;4;19,12;21,95;0,92;1,8;66; Den Haag ('s-Gravenhage);31-8-2021;8:30
1875;15;9,76;11,95;1,04;2,8;62; Den Haag ('s-Gravenhage);1-11-2021;12:30
1876;8;9,76;11,95;1,3;2,1;83; Tilburg;1-11-2021;12:30
1877;8;8,12;8,95;1,17;3,3;77; Eindhoven;31-5-2021;12:30
1878;7;7,72;8,95;0,82;2,9;61; Den Haag ('s-Gravenhage);31-5-2021;8:30
1879;9;12,7;14,95;0,65;3,3;47; Rotterdam;30-6-2021;12:30
1880;10;8,2;9,95;1,03;3,4;77; Utrecht;31-5-2021;8:30
1881;11;13,31;14,95;1,25;3,5;86; Groningen;30-11-2021;8:30
1882;8;16,81;18,95;0,94;2,9;69; Rotterdam;31-12-2021;12:30
1883;6;19,48;22,95;1,28;3,1;88; Nijmegen;1-11-2021;12:30
1884;7;21,93;23,95;1,19;2,4;81; Utrecht;30-9-2021;12:30
1885;9;10,17;11,95;1,08;3,1;65; Den Haag ('s-Gravenhage);31-12-2021;12:30
1886;9;16,76;18,95;0,79;2,8;59; Rotterdam;30-4-2021;17:30
1887;5;20,61;22,95;0,84;3;52; Den Haag ('s-Gravenhage);31-12-2021;8:30
1888;8;7,93;8,95;0,99;2,6;69; Den Haag ('s-Gravenhage);1-11-2021;12:30
1889;7;11,8;13,95;1,07;3;65; Rotterdam;30-4-2021;12:30
1890;6;16,56;17,95;0,81;1,9;63; Den Haag ('s-Gravenhage);30-11-2021;17:30
1891;8;10,5;11,95;1;2,5;68; Eindhoven;31-12-2021;8:30
1892;7;8,24;9,95;1,23;3,1;84; Den Haag ('s-Gravenhage);31-7-2021;8:30
1893;14;14,12;15,95;1,28;2,2;77; Den Haag ('s-Gravenhage);30-11-2021;12:30
1894;10;14,02;15,95;1;2,9;60; Den Haag ('s-Gravenhage);1-11-2021;8:30
1895;10;16,41;18,95;1,28;2,8;77; Amsterdam;1-11-2021;8:30
1896;5;12,58;13,95;1,15;2,5;87; Tilburg;30-4-2021;17:30
1897;10;11,15;12,95;0,99;2,3;70; Utrecht;30-9-2021;17:30
1898;7;24,93;27,95;1,2;2,5;76; Den Haag ('s-Gravenhage);1-11-2021;17:30
1899;6;20,31;23,95;1,28;2,3;86; Rotterdam;30-9-2021;12:30
1900;7;19,33;21,95;0,72;2,7;53; Rotterdam;31-8-2021;12:30
1901;8;15,77;17,95;1,17;3,3;76; Nijmegen;31-12-2021;12:30
1902;9;8,29;9,95;0,98;3,4;69; Groningen;30-9-2021;17:30
1903;8;14,16;16,95;1,04;2,5;74; Eindhoven;31-12-2021;8:30
1904;11;15,49;17,95;1,15;2,8;75; Tilburg;31-12-2021;17:30
1905;6;22,3;24,95;1,16;3,1;79; Rotterdam;31-5-2021;12:30
1906;5;11,57;12,95;0,79;3,4;54; Breda;31-12-2021;12:30
1907;10;8,5;9,95;1,48;3,1;96; Den Haag ('s-Gravenhage);31-12-2021;8:30
1908;8;18,46;21,95;0,86;3,2;53; Rotterdam;31-7-2021;17:30
1909;9;10,5;11,95;0,88;1,8;56; Den Haag ('s-Gravenhage);30-11-2021;8:30
1910;3;9,08;9,95;1,16;3,1;84; Den Haag ('s-Gravenhage);31-12-2021;12:30
1911;11;10,57;11,95;1,08;2,1;73; Den Haag ('s-Gravenhage);30-9-2021;17:30
1912;9;17,57;18,95;1,34;3,1;82; Den Haag ('s-Gravenhage);30-4-2021;17:30
1913;7;18,65;20,95;0,86;2,8;60; Rotterdam;1-2-2021;12:30
1914;3;19,47;22,95;1,14;1,9;69; Den Haag ('s-Gravenhage);31-3-2021;8:30
1915;4;12,74;13,95;1,49;3,5;98; Rotterdam;1-11-2021;17:30
1916;8;8,68;9,95;0,84;2,2;52; Rotterdam;31-12-2021;12:30
1917;12;24,42;27,95;1,1;2,8;76; Den Haag ('s-Gravenhage);30-11-2021;8:30
1918;5;18,4;20,95;1,21;2,5;75; Eindhoven;31-12-2021;8:30
1919;7;14,42;15,95;1,39;2,7;91; Groningen;1-11-2021;12:30
1920;6;25,06;28,95;0,83;3,5;56; Den Haag ('s-Gravenhage);30-11-2021;12:30
1921;5;10,31;11,95;0,82;3,1;61; Eindhoven;31-12-2021;17:30
1922;5;17,18;19,95;0,89;2,1;56; Eindhoven;30-9-2021;12:30
1923;8;12,41;13,95;0,73;2,8;55; Eindhoven;30-4-2021;17:30
1924;11;14,87;16,95;1,36;2,6;83; Groningen;31-12-2021;17:30
1925;5;10,02;10,95;0,86;3,1;57; Groningen;31-12-2021;8:30
1926;10;21,37;24,95;1,04;2,8;63; Eindhoven;1-11-2021;17:30
1927;6;15,04;17,95;0,91;2,9;55; Amsterdam;31-12-2021;8:30
1928;9;15,77;17,95;1,3;1,9;78; Utrecht;1-11-2021;8:30
1929;5;12,19;13,95;0,87;2,2;65; Rotterdam;30-11-2021;17:30
1930;5;10,31;11,95;1,1;2,8;70; Den Haag ('s-Gravenhage);30-11-2021;12:30
1931;14;23,16;25,95;0,98;2,9;70; Groningen;30-11-2021;12:30
1932;12;20,8;23,95;1,05;2,6;80; Groningen;30-11-2021;17:30
1933;11;14,51;16,95;0,9;2,5;58; Eindhoven;30-9-2021;8:30
1934;3;20,7;23,95;0,9;2,6;65; Den Haag ('s-Gravenhage);31-12-2021;17:30
1935;10;17,02;18,95;1,11;2,4;76; Rotterdam;31-8-2021;12:30
1936;7;17,73;19,95;0,77;3;51; Utrecht;31-12-2021;8:30
1937;9;9,66;10,95;0,92;2,1;68; Den Haag ('s-Gravenhage);30-4-2021;8:30
1938;13;14,45;16,95;1,07;2,4;68; Rotterdam;1-3-2021;17:30
1939;5;17,38;19,95;1,16;2,9;81; Den Haag ('s-Gravenhage);1-2-2021;8:30
1940;7;16,19;18,95;0,63;3,1;49; Utrecht;30-11-2021;8:30
1941;8;19,57;21,95;1,14;2,2;77; Rotterdam;30-11-2021;12:30
1942;9;17,87;20,95;0,61;2,5;46; Amsterdam;31-12-2021;12:30
1943;7;12,42;13,95;1,1;2,8;76; Eindhoven;31-12-2021;17:30
1944;9;12,36;13,95;0,95;2,4;63; Eindhoven;30-11-2021;8:30
1945;9;16,71;18,95;0,61;2,8;43; Breda;1-11-2021;17:30
1946;8;8,47;9,95;1,1;2,6;82; Utrecht;1-2-2021;8:30
1947;5;18,14;20,95;0,99;2,5;61; Den Haag ('s-Gravenhage);30-11-2021;8:30
1948;12;13,61;15,95;0,86;2,4;57; Den Haag ('s-Gravenhage);30-11-2021;12:30
1949;4;14,99;16,95;1,09;2,8;65; Den Haag ('s-Gravenhage);30-11-2021;8:30
1950;11;20,86;23,95;1,09;3,2;71; Groningen;1-3-2021;17:30
1951;3;10,58;12,95;1,25;3,2;85; Den Haag ('s-Gravenhage);30-11-2021;12:30
1952;10;15,18;16,95;0,99;2,4;62; Utrecht;30-4-2021;8:30
1953;9;24,55;27,95;0,97;2,2;71; Breda;31-12-2021;12:30
1954;5;16,42;18,95;0,69;3;53; Eindhoven;30-11-2021;17:30
1955;9;9,63;10,95;1,51;2,1;94; Rotterdam;31-12-2021;17:30
1956;9;12,13;13,95;1,32;2,4;79; Rotterdam;31-12-2021;17:30
1957;12;10,43;11,95;0,66;2,6;45; Den Haag ('s-Gravenhage);1-11-2021;8:30
1958;11;11,73;13,95;0,83;1,7;60; Utrecht;30-4-2021;8:30
1959;10;9,75;11,95;1,26;3,2;89; Rotterdam;30-9-2021;12:30
1960;11;17,19;18,95;0,85;1,8;54; Breda;1-11-2021;17:30
1961;8;20,44;23,95;1,01;3,5;77; Den Haag ('s-Gravenhage);30-11-2021;17:30
1962;10;19,85;22,95;1,46;2,2;95; Breda;30-4-2021;8:30
1963;6;18,05;19,95;0,72;2,6;56; Den Haag ('s-Gravenhage);1-11-2021;12:30
1964;9;16,54;18,95;1,18;3;77; Rotterdam;31-12-2021;8:30
1965;9;15,72;17,95;0,8;2,3;58; Utrecht;30-9-2021;8:30
1966;6;8,74;9,95;1,01;2,5;77; Groningen;31-12-2021;12:30
1967;4;12,7;13,95;0,7;3,1;51; Eindhoven;1-11-2021;17:30
1968;5;11,7;12,95;0,98;2,9;64; Den Haag ('s-Gravenhage);30-11-2021;17:30
1969;9;14,21;16,95;1,29;3;91; Rotterdam;31-12-2021;12:30
1970;6;18,27;20,95;0,94;2,5;58; Eindhoven;31-12-2021;17:30
1971;5;24,33;26,95;1,16;2,9;84; Utrecht;31-12-2021;12:30
1972;4;15,93;17,95;1,09;2,9;84; Breda;31-12-2021;8:30
1973;11;11,32;12,95;0,88;2,6;58; Groningen;30-9-2021;12:30
1974;6;7,46;8,95;0,78;2,9;56; Rotterdam;31-3-2021;12:30
1975;7;15,49;17,95;1,29;2,9;85; Groningen;31-3-2021;8:30
1976;11;10,82;12,95;0,89;3,1;61; Den Haag ('s-Gravenhage);30-11-2021;8:30
1977;8;14,35;16,95;1,19;3,6;76; Tilburg;30-11-2021;12:30
1978;8;14,77;16,95;0,98;3;69; Utrecht;1-11-2021;8:30
1979;9;17,65;19,95;1,02;3,2;68; Rotterdam;31-12-2021;12:30
1980;8;13,98;15,95;1,49;2,9;99; Eindhoven;31-7-2021;12:30
1981;11;17,3;19,95;1,04;3,4;64; Rotterdam;30-4-2021;17:30
1982;5;21,04;22,95;1,18;3,3;79; Rotterdam;31-12-2021;17:30
1983;11;22,66;26,95;0,99;3,3;62; Groningen;30-11-2021;17:30
1984;7;23,63;26,95;1,14;2,5;79; Rotterdam;1-11-2021;12:30
1985;5;9,13;9,95;0,87;2,6;61; Tilburg;30-6-2021;8:30
1986;6;9,57;10,95;0,81;2,7;63; Utrecht;30-11-2021;12:30
1987;8;21,83;24,95;0,95;3;74; Den Haag ('s-Gravenhage);31-3-2021;17:30
1988;11;11,71;13,95;0,99;2,7;73; Utrecht;1-11-2021;17:30
1989;9;11,15;12,95;0,72;3;49; Den Haag ('s-Gravenhage);31-12-2021;17:30
1990;5;18,23;20,95;0,65;2;43; Breda;31-3-2021;12:30
1991;8;14,15;15,95;1,13;3,1;74; Groningen;30-11-2021;12:30
1992;5;10,62;11,95;0,85;2,8;63; Groningen;31-3-2021;8:30
1993;8;9,29;10,95;1,46;2,7;88; Utrecht;30-11-2021;8:30
1994;8;26,23;29,95;1,12;4,4;67; Rotterdam;30-11-2021;17:30
1995;13;18,96;21,95;0,88;2,3;68; Rotterdam;31-3-2021;17:30
1996;10;18,5;20,95;0,93;2,5;64; Utrecht;31-3-2021;8:30
1997;11;18,95;20,95;1,06;2,8;73; Eindhoven;1-11-2021;12:30
1998;3;15,04;17,95;1,04;3,6;80; Den Haag ('s-Gravenhage);30-11-2021;8:30
1999;8;17,16;18,95;1,38;1,8;89; Rotterdam;30-4-2021;12:30
2000;10;13,54;14,95;1,52;2,1;93; Groningen;1-3-2021;17:30
2001;7;17,84;19,95;1,16;2;74; Den Haag ('s-Gravenhage);1-11-2021;12:30
2002;11;23,89;26,95;1,08;3;83; Den Haag ('s-Gravenhage);31-12-2021;12:30
2003;11;14,77;16,95;0,71;3,1;51; Utrecht;30-11-2021;8:30
2004;9;11,71;12,95;1,18;2,3;71; Den Haag ('s-Gravenhage);30-4-2021;12:30
2005;12;13,51;14,95;1,04;2,5;72; Den Haag ('s-Gravenhage);1-3-2021;17:30
2006;8;11,9;12,95;1,25;2,8;79; Den Haag ('s-Gravenhage);30-9-2021;12:30
2007;8;16,41;18,95;1,02;2,2;68; Tilburg;30-9-2021;12:30
2008;8;15,98;17,95;0,99;2;65; Utrecht;1-11-2021;12:30
2009;4;10,3;11,95;1,37;3,1;87; Rotterdam;31-5-2021;12:30
2010;9;12,07;13,95;1,02;2,2;62; Utrecht;30-4-2021;8:30
